url,beds,baths,address,price,area
https://www.zillow.com/homedetails/1107-Lake-St-3S-Evanston-IL-60201/2063149307_zpid/,3,2,"1107 Lake St #3S, Evanston, IL 60201","$2,495/mo",
https://www.zillow.com/homedetails/2727-Central-St-APT-1S-Evanston-IL-60201/2086172100_zpid/,1,1,"2727 Central St APT 1S, Evanston, IL 60201","$1,695/mo",
https://www.zillow.com/homedetails/854-Ridge-Ave-4-Evanston-IL-60202/2080093522_zpid/,3,2,"854 Ridge Ave #4, Evanston, IL 60202","$2,995/mo",1600
https://www.zillow.com/homedetails/2122-Dewey-Ave-1-2-Evanston-IL-60201/2079471117_zpid/,3,2,"2122 Dewey Ave #1 & 2, Evanston, IL 60201","$3,288/mo",1893
https://www.zillow.com/b/804-washington-st-evanston-il-CrCcVv/,2,1,"804 S Sherman Ave, Evanston, IL","$1,895+",
https://www.zillow.com/homedetails/736-Hinman-Ave-APT-2E-Evanston-IL-60202/3567250_zpid/,1,1,"736 Hinman Ave APT 2E, Evanston, IL 60202","$2,450/mo",900
https://www.zillow.com/homedetails/839-Mulford-St-APT-2-Evanston-IL-60202/2105459608_zpid/,1,1,"839 Mulford St APT 2, Evanston, IL 60202","$1,495/mo",
https://www.zillow.com/homedetails/718-Reba-Pl-2N-Evanston-IL-60202/2077701401_zpid/,2,1,"718 Reba Pl #2N, Evanston, IL 60202","$2,195/mo",
https://www.zillow.com/homedetails/1454-Oak-Ave-APT-3E-Evanston-IL-60201/2092697905_zpid/,1,1,"1454 Oak Ave APT 3E, Evanston, IL 60201","$1,895/mo",
https://www.zillow.com/homedetails/801-Monroe-St-APT-3-Evanston-IL-60202/2102539984_zpid/,2,1,"801 Monroe St APT 3, Evanston, IL 60202","$2,025/mo",
https://www.zillow.com/b/2151-ridge-ave-evanston-il-5Zqg5w/,3,1,"2151 Ridge Ave, Evanston, IL","$2,750+",
https://www.zillow.com/b/2151-ridge-ave-evanston-il-5Zqg5w/,4,1,"2151 Ridge Ave, Evanston, IL","$4,600+",
https://www.zillow.com/homedetails/822-Reba-Pl-APT-2N-Evanston-IL-60202/2063243898_zpid/,2,1,"822 Reba Pl APT 2N, Evanston, IL 60202","$1,695/mo",
https://www.zillow.com/homedetails/801-Case-St-APT-1-Evanston-IL-60202/2080439902_zpid/,2,1,"801 Case St APT 1, Evanston, IL 60202","$1,695/mo",
https://www.zillow.com/homedetails/1456-Oak-Ave-APT-3N-Evanston-IL-60201/2083066906_zpid/,2,1,"1456 Oak Ave APT 3N, Evanston, IL 60201","$2,195/mo",
https://www.zillow.com/homedetails/902-Reba-Pl-APT-2-Evanston-IL-60202/89930649_zpid/,2,2,"902 Reba Pl APT 2, Evanston, IL 60202","$2,295/mo",
https://www.zillow.com/b/945-judson-ave-evanston-il-5XjrXW/,2,1,"945 Judson Ave, Evanston, IL","$2,595+",
https://www.zillow.com/b/558-elmwood-ave-evanston-il-CkZmtw/,2,1,"558 Elmwood Ave, Evanston, IL","$1,925+",
https://www.zillow.com/homedetails/804-Washington-St-UNIT-3-Evanston-IL-60202/439576962_zpid/,2,1,"804 Washington St Unit 3, Evanston, IL 60202","$2,200/mo",
https://www.zillow.com/b/907-elmwood-ave-evanston-il-5XjM43/,0,1,"907 Elmwood Ave, Evanston, IL","$1,595+",
https://www.zillow.com/homedetails/943-Judson-Ave-APT-2-Evanston-IL-60202/2116162753_zpid/,2,1,"943 Judson Ave APT 2, Evanston, IL 60202","$2,085/mo",1100
https://www.zillow.com/apartments/evanston-il/1233-chicago-ave./5XknbV/,1,1,"1233 Chicago Ave, Evanston, IL","$2,500+",
https://www.zillow.com/apartments/evanston-il/1233-chicago-ave./5XknbV/,2,1,"1233 Chicago Ave, Evanston, IL","$1,900+",
https://www.zillow.com/apartments/evanston-il/judson/CmPdKm/,3,2,"Judson, 918 Judson Ave #920-2, Evanston, IL 60202","$3,208/mo",
https://www.zillow.com/homedetails/550-Elmwood-Ave-APT-1-Evanston-IL-60202/2111344613_zpid/,2,1,"550 Elmwood Ave APT 1, Evanston, IL 60202","$1,825/mo",
https://www.zillow.com/apartments/evanston-il/805-judson/5XjZHj/,2,1,"805 Judson Ave, Evanston, IL","$2,270+",
https://www.zillow.com/b/1132-maple-ave-evanston-il-5XjMcK/,3,1,"1132 Maple Ave, Evanston, IL","$2,745+",
https://www.zillow.com/homedetails/3133-Central-St-Evanston-IL-60201/3374730_zpid/,3,2,"3133 Central St, Evanston, IL 60201","$3,300/mo",
https://www.zillow.com/homedetails/1454-Oak-Ave-G-Evanston-IL-60201/2056466398_zpid/,1,1,"1454 Oak Ave #G, Evanston, IL 60201","$1,625/mo",
https://www.zillow.com/homedetails/944-Asbury-Ave-Evanston-IL-60202/2062357275_zpid/,0,1,"944 Asbury Ave, Evanston, IL 60202","$1,195/mo",600
https://www.zillow.com/apartments/evanston-il/2146-sherman-ave./5fvrYP/,2,1,"2146 Sherman Ave, Evanston, IL","$2,495+",
https://www.zillow.com/apartments/evanston-il/716-20-clark-st./5Xy7Jc/,2,1,"716 Clark St, Evanston, IL","$2,900+",
https://www.zillow.com/apartments/evanston-il/716-20-clark-st./5Xy7Jc/,3,1,"716 Clark St, Evanston, IL","$3,250+",
https://www.zillow.com/apartments/evanston-il/716-20-clark-st./5Xy7Jc/,4,1,"716 Clark St, Evanston, IL","$3,995+",
https://www.zillow.com/homedetails/943-945-Judson-Ave-45-1-Evanston-IL-60202/351232797_zpid/,2,1,"943-945 Judson Ave #45-1, Evanston, IL 60202","$2,595/mo",
https://www.zillow.com/homedetails/1011-Howard-St-ID1032511P-Evanston-IL-60202/450851470_zpid/,2,1,"1011 Howard St #Id1032511p, Evanston, IL 60202","$2,049/mo",
https://www.zillow.com/homedetails/230-Elmwood-Ave-APT-1S-Evanston-IL-60202/2090712014_zpid/,2,1,"230 Elmwood Ave APT 1S, Evanston, IL 60202","$1,795/mo",
https://www.zillow.com/apartments/evanston-il/1703-13-ridge-ave./Cm55Tr/,3,1,"1703 Ridge Ave, Evanston, IL","$2,850+",
https://www.zillow.com/apartments/evanston-il/1703-13-ridge-ave./Cm55Tr/,4,1,"1703 Ridge Ave, Evanston, IL","$2,950+",
https://www.zillow.com/apartments/evanston-il/sure-man-llc/ChHtj7/,1,1,"834-38 Sherman Ave, Evanston, IL","$1,300+",
https://www.zillow.com/homedetails/1001-W-Howard-St-ID1032507P-Evanston-IL-60202/450862378_zpid/,2,1,"1001 W Howard St #Id1032507p, Evanston, IL 60202","$1,766/mo",
https://www.zillow.com/homedetails/1133-Maple-Ave-2-Evanston-IL-60202/463118920_zpid/,3,1,"1133 Maple Ave #2, Evanston, IL 60202","$2,745/mo",1000
https://www.zillow.com/homedetails/301-Elmwood-Ave-APT-1S-Evanston-IL-60202/2101081918_zpid/,2,1,"301 Elmwood Ave APT 1S, Evanston, IL 60202","$1,850/mo",1000
https://www.zillow.com/homedetails/408-Ridge-Ave-Evanston-IL-60202/2100909274_zpid/,0,1,"408 Ridge Ave, Evanston, IL 60202","$1,899/mo",
https://www.zillow.com/homedetails/1414-Elmwood-Ave-APT-2B-Evanston-IL-60201/80812511_zpid/,2,2,"1414 Elmwood Ave APT 2B, Evanston, IL 60201","$2,850/mo",1000
